Country and Regions,Country and Regions Name,Country and Regions - RegionId,Indicators,Indicators Name,Scale,Units,1980
ZWE,Zimbabwe,ZW,NE.GDI.TOTL.ZS,Gross capital formation (% of GDP),units,Percentage of GDP,0
ZWE,Zimbabwe,ZW,NE.GDI.PVTE.ZS,"Gross capital formation, Private sector (% GDP)",units,Percentage of GDP,0
ZWE,Zimbabwe,ZW,NE.GDI.PUB.ZS,"Gross capital formation, Public sector (% GDP)",units,Percentage of GDP,0
ZWE,Zimbabwe,ZW,NE.EXPO.GNFS.ZS,Exports of goods and services (% of GDP),units,Percentage of GDP,0
ZWE,Zimbabwe,ZW,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),units,Percentage of GDP,0
ZWE,Zimbabwe,ZW,GC.BAL.CASH.GD.CD,"Central government, Fiscal Balance (Current US $)",millions,U.S. dollars,0
ZWE,Zimbabwe,ZW,GC.REV.TOTL.GD.CD,"Central government, total revenue and grants  (Current US $)",millions,U.S. dollars,0
ZWE,Zimbabwe,ZW,GC.XPN.TOTL.GD.CD,"Central government, total expenditure and net lending  (Current US $)",millions,U.S. dollars,0
ZWE,Zimbabwe,ZW,GC.BAL.CASH.GD.ZS,"Central government, Fiscal Balance (% of GDP)",units,Percentage of GDP,0
ZWE,Zimbabwe,ZW,GC.REV.TOTL.GD.ZS,"Central government, total revenue and grants  (% of GDP)",units,Percentage of GDP,0
ZWE,Zimbabwe,ZW,GC.XPN.TOTL.GD.ZS,"Central government, total expenditure and net lending  (% of GDP)",units,Percentage of GDP,0
ZWE,Zimbabwe,ZW,BG.CAB.CD,"Current account balance (Net, BoP, cur. US$)",millions,U.S. dollars,-301
ZWE,Zimbabwe,ZW,BG.WEO.ADB.CAB.GDP.ZS,Current account balance (As % of GDP),units,Percentage of GDP,0
ZWE,Zimbabwe,ZW,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",units,percentage,0
AFR,Africa,Africa,NY.GDP.MKTP.KD.ZG,Real GDP growth (annual %),units,percentage,0
AFR,Africa,Africa,NY.GDP.PCAP.KD.ZG,Real per Capita GDP Growth Rate (annual %),units,percentage,0
AFR,Africa,Africa,NY.GDP.MKTP.KD,"Gross domestic product, (constant prices US$)",millions,U.S. dollars,"383736,2512"
AFR,Africa,Africa,NY.GDP.MKTP.CD,"Gross domestic product, current prices (current US$)",millions,U.S. dollars,"421123,9462"
AFR,Africa,Africa,NE.CON.TETC.CD,Final consumption expenditure  (current US$),millions,U.S. dollars,"281251,4759"
AFR,Africa,Africa,NE.CON.GOVT.CD,General government final consumption expenditure (current US$),millions,U.S. dollars,"59955,31139"
AFR,Africa,Africa,NE.CON.PETC.CD,Household final consumption expenditure (current US$),millions,U.S. dollars,"221296,1645"
AFR,Africa,Africa,NE.GDI.TOTL.CD,Gross capital formation (current US$),millions,U.S. dollars,"97165,27493"
AFR,Africa,Africa,NE.GDI.PVTE.CD,"Gross capital formation, Private sector  (current US$)",millions,U.S. dollars,"53024,50636"
AFR,Africa,Africa,NE.GDI.PUB.CD,"Gross capital formation, Public sector  (current US$)",millions,U.S. dollars,"25373,91753"
AFR,Africa,Africa,NE.EXPO.GNFS.CD,Exports of goods and services (current US$),millions,U.S. dollars,"128915,0633"
AFR,Africa,Africa,NE.IMP.GNFS.CD,Imports of goods and services (current US$),millions,U.S. dollars,"117478,1848"
AFR,Africa,Africa,NE.CON.TETC.ZS,Final consumption expenditure  (% of GDP),units,Percentage of GDP,"65,15731164"
AFR,Africa,Africa,NE.CON.GOVT.ZS,General government final consumption expenditure (% of GDP),units,Percentage of GDP,"13,79760462"
AFR,Africa,Africa,NE.CON.PETC.ZS,Household final consumption expenditure  (% of GDP),units,Percentage of GDP,"51,35970701"
AFR,Africa,Africa,NE.GDI.TOTL.ZS,Gross capital formation (% of GDP),units,Percentage of GDP,"23,0728449"
AFR,Africa,Africa,NE.GDI.PVTE.ZS,"Gross capital formation, Private sector (% GDP)",units,Percentage of GDP,"14,54621427"
AFR,Africa,Africa,NE.GDI.PUB.ZS,"Gross capital formation, Public sector (% GDP)",units,Percentage of GDP,"6,646087288"
AFR,Africa,Africa,NE.EXPO.GNFS.ZS,Exports of goods and services (% of GDP),units,Percentage of GDP,"29,73152345"
AFR,Africa,Africa,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),units,Percentage of GDP,"26,95914125"
AFR,Africa,Africa,GC.BAL.CASH.GD.CD,"Central government, Fiscal Balance (Current US $)",millions,U.S. dollars,"-13530,45558"
AFR,Africa,Africa,GC.REV.TOTL.GD.CD,"Central government, total revenue and grants  (Current US $)",millions,U.S. dollars,"97827,00629"
AFR,Africa,Africa,GC.XPN.TOTL.GD.CD,"Central government, total expenditure and net lending  (Current US $)",millions,U.S. dollars,"111357,4619"
AFR,Africa,Africa,GC.BAL.CASH.GD.ZS,"Central government, Fiscal Balance (% of GDP)",units,Percentage of GDP,"-3,212939019"
AFR,Africa,Africa,GC.REV.TOTL.GD.ZS,"Central government, total revenue and grants  (% of GDP)",units,Percentage of GDP,"23,22997948"
AFR,Africa,Africa,GC.XPN.TOTL.GD.ZS,"Central government, total expenditure and net lending  (% of GDP)",units,Percentage of GDP,"26,4429185"
AFR,Africa,Africa,BG.CAB.CD,"Current account balance (Net, BoP, cur. US$)",millions,U.S. dollars,"-2178,387417"
AFR,Africa,Africa,BG.WEO.ADB.CAB.GDP.ZS,Current account balance (As % of GDP),units,Percentage of GDP,"-0,5172793987"
AFR,Africa,Africa,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",units,percentage,0
CENTRAL,Central Africa,0,NY.GDP.MKTP.KD.ZG,Real GDP growth (annual %),units,percentage,0
CENTRAL,Central Africa,0,NY.GDP.PCAP.KD.ZG,Real per Capita GDP Growth Rate (annual %),units,percentage,0
CENTRAL,Central Africa,0,NY.GDP.MKTP.KD,"Gross domestic product, (constant prices US$)",millions,U.S. dollars,"19835,43812"
CENTRAL,Central Africa,0,NY.GDP.MKTP.CD,"Gross domestic product, current prices (current US$)",millions,U.S. dollars,"31453,07047"
CENTRAL,Central Africa,0,NE.CON.TETC.CD,Final consumption expenditure  (current US$),millions,U.S. dollars,"24108,56008"
CENTRAL,Central Africa,0,NE.CON.GOVT.CD,General government final consumption expenditure (current US$),millions,U.S. dollars,"2975,207305"
CENTRAL,Central Africa,0,NE.CON.PETC.CD,Household final consumption expenditure (current US$),millions,U.S. dollars,"21133,35277"
CENTRAL,Central Africa,0,NE.GDI.TOTL.CD,Gross capital formation (current US$),millions,U.S. dollars,"5172,189135"
CENTRAL,Central Africa,0,NE.GDI.PVTE.CD,"Gross capital formation, Private sector  (current US$)",millions,U.S. dollars,"6106,725667"
CENTRAL,Central Africa,0,NE.GDI.PUB.CD,"Gross capital formation, Public sector  (current US$)",millions,U.S. dollars,"-949,2641529"
CENTRAL,Central Africa,0,NE.EXPO.GNFS.CD,Exports of goods and services (current US$),millions,U.S. dollars,"8068,619865"
CENTRAL,Central Africa,0,NE.IMP.GNFS.CD,Imports of goods and services (current US$),millions,U.S. dollars,"7105,477662"
CENTRAL,Central Africa,0,NE.CON.TETC.ZS,Final consumption expenditure  (% of GDP),units,Percentage of GDP,"76,64930551"
CENTRAL,Central Africa,0,NE.CON.GOVT.ZS,General government final consumption expenditure (% of GDP),units,Percentage of GDP,"9,459195114"
CENTRAL,Central Africa,0,NE.CON.PETC.ZS,Household final consumption expenditure  (% of GDP),units,Percentage of GDP,"67,1901104"
CENTRAL,Central Africa,0,NE.GDI.TOTL.ZS,Gross capital formation (% of GDP),units,Percentage of GDP,"16,44414697"
CENTRAL,Central Africa,0,NE.GDI.PVTE.ZS,"Gross capital formation, Private sector (% GDP)",units,Percentage of GDP,"19,45777411"
CENTRAL,Central Africa,0,NE.GDI.PUB.ZS,"Gross capital formation, Public sector (% GDP)",units,Percentage of GDP,"-3,024627021"
CENTRAL,Central Africa,0,NE.EXPO.GNFS.ZS,Exports of goods and services (% of GDP),units,Percentage of GDP,"25,65288458"
CENTRAL,Central Africa,0,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),units,Percentage of GDP,"22,5907282"
CENTRAL,Central Africa,0,GC.BAL.CASH.GD.CD,"Central government, Fiscal Balance (Current US $)",millions,U.S. dollars,"189,7808936"
CENTRAL,Central Africa,0,GC.REV.TOTL.GD.CD,"Central government, total revenue and grants  (Current US $)",millions,U.S. dollars,"4844,811792"
CENTRAL,Central Africa,0,GC.XPN.TOTL.GD.CD,"Central government, total expenditure and net lending  (Current US $)",millions,U.S. dollars,"4655,030899"
CENTRAL,Central Africa,0,GC.BAL.CASH.GD.ZS,"Central government, Fiscal Balance (% of GDP)",units,Percentage of GDP,"0,6033779557"
CENTRAL,Central Africa,0,GC.REV.TOTL.GD.ZS,"Central government, total revenue and grants  (% of GDP)",units,Percentage of GDP,"15,40330314"
CENTRAL,Central Africa,0,GC.XPN.TOTL.GD.ZS,"Central government, total expenditure and net lending  (% of GDP)",units,Percentage of GDP,"14,79992519"
CENTRAL,Central Africa,0,BG.CAB.CD,"Current account balance (Net, BoP, cur. US$)",millions,U.S. dollars,"970,5967918"
CENTRAL,Central Africa,0,BG.WEO.ADB.CAB.GDP.ZS,Current account balance (As % of GDP),units,Percentage of GDP,"3,085857047"
CENTRAL,Central Africa,0,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",units,percentage,0
EAST,East Africa,0,NY.GDP.MKTP.KD.ZG,Real GDP growth (annual %),units,percentage,0
EAST,East Africa,0,NY.GDP.PCAP.KD.ZG,Real per Capita GDP Growth Rate (annual %),units,percentage,0
EAST,East Africa,0,NY.GDP.MKTP.KD,"Gross domestic product, (constant prices US$)",millions,U.S. dollars,"25532,59217"
EAST,East Africa,0,NY.GDP.MKTP.CD,"Gross domestic product, current prices (current US$)",millions,U.S. dollars,"41069,21368"
EAST,East Africa,0,NE.CON.TETC.CD,Final consumption expenditure  (current US$),millions,U.S. dollars,"25717,22811"
EAST,East Africa,0,NE.CON.GOVT.CD,General government final consumption expenditure (current US$),millions,U.S. dollars,"4995,310256"
EAST,East Africa,0,NE.CON.PETC.CD,Household final consumption expenditure (current US$),millions,U.S. dollars,"20721,91785"
EAST,East Africa,0,NE.GDI.TOTL.CD,Gross capital formation (current US$),millions,U.S. dollars,"6842,09528"
EAST,East Africa,0,NE.GDI.PVTE.CD,"Gross capital formation, Private sector  (current US$)",millions,U.S. dollars,"2730,543563"
EAST,East Africa,0,NE.GDI.PUB.CD,"Gross capital formation, Public sector  (current US$)",millions,U.S. dollars,"1974,360634"
EAST,East Africa,0,NE.EXPO.GNFS.CD,Exports of goods and services (current US$),millions,U.S. dollars,"4767,569795"
EAST,East Africa,0,NE.IMP.GNFS.CD,Imports of goods and services (current US$),millions,U.S. dollars,"7904,767014"
EAST,East Africa,0,NE.CON.TETC.ZS,Final consumption expenditure  (% of GDP),units,Percentage of GDP,"61,90244878"
EAST,East Africa,0,NE.CON.GOVT.ZS,General government final consumption expenditure (% of GDP),units,Percentage of GDP,"11,91685267"
EAST,East Africa,0,NE.CON.PETC.ZS,Household final consumption expenditure  (% of GDP),units,Percentage of GDP,"49,98559611"
EAST,East Africa,0,NE.GDI.TOTL.ZS,Gross capital formation (% of GDP),units,Percentage of GDP,"16,65991303"
EAST,East Africa,0,NE.GDI.PVTE.ZS,"Gross capital formation, Private sector (% GDP)",units,Percentage of GDP,"11,41898253"
EAST,East Africa,0,NE.GDI.PUB.ZS,"Gross capital formation, Public sector (% GDP)",units,Percentage of GDP,"8,256667242"
EAST,East Africa,0,NE.EXPO.GNFS.ZS,Exports of goods and services (% of GDP),units,Percentage of GDP,"11,32227168"
EAST,East Africa,0,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),units,Percentage of GDP,"18,87176715"
EAST,East Africa,0,GC.BAL.CASH.GD.CD,"Central government, Fiscal Balance (Current US $)",millions,U.S. dollars,"-2308,823789"
EAST,East Africa,0,GC.REV.TOTL.GD.CD,"Central government, total revenue and grants  (Current US $)",millions,U.S. dollars,"6014,584111"
EAST,East Africa,0,GC.XPN.TOTL.GD.CD,"Central government, total expenditure and net lending  (Current US $)",millions,U.S. dollars,"8323,4079"
EAST,East Africa,0,GC.BAL.CASH.GD.ZS,"Central government, Fiscal Balance (% of GDP)",units,Percentage of GDP,"-5,621787179"
EAST,East Africa,0,GC.REV.TOTL.GD.ZS,"Central government, total revenue and grants  (% of GDP)",units,Percentage of GDP,"14,64499456"
EAST,East Africa,0,GC.XPN.TOTL.GD.ZS,"Central government, total expenditure and net lending  (% of GDP)",units,Percentage of GDP,"20,26678174"
EAST,East Africa,0,BG.CAB.CD,"Current account balance (Net, BoP, cur. US$)",millions,U.S. dollars,"-3549,073627"
EAST,East Africa,0,BG.WEO.ADB.CAB.GDP.ZS,Current account balance (As % of GDP),units,Percentage of GDP,"-8,64168877"
EAST,East Africa,0,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",units,percentage,0
NORTH,North Africa,0,NY.GDP.MKTP.KD.ZG,Real GDP growth (annual %),units,percentage,0
NORTH,North Africa,0,NY.GDP.PCAP.KD.ZG,Real per Capita GDP Growth Rate (annual %),units,percentage,0
NORTH,North Africa,0,NY.GDP.MKTP.KD,"Gross domestic product, (constant prices US$)",millions,U.S. dollars,"160469,5501"
NORTH,North Africa,0,NY.GDP.MKTP.CD,"Gross domestic product, current prices (current US$)",millions,U.S. dollars,"132076,5949"
NORTH,North Africa,0,NE.CON.TETC.CD,Final consumption expenditure  (current US$),millions,U.S. dollars,"84585,13429"
NORTH,North Africa,0,NE.CON.GOVT.CD,General government final consumption expenditure (current US$),millions,U.S. dollars,"22391,96355"
NORTH,North Africa,0,NE.CON.PETC.CD,Household final consumption expenditure (current US$),millions,U.S. dollars,"62193,17074"
NORTH,North Africa,0,NE.GDI.TOTL.CD,Gross capital formation (current US$),millions,U.S. dollars,"38844,31116"
NORTH,North Africa,0,NE.GDI.PVTE.CD,"Gross capital formation, Private sector  (current US$)",millions,U.S. dollars,"15181,87727"
NORTH,North Africa,0,NE.GDI.PUB.CD,"Gross capital formation, Public sector  (current US$)",millions,U.S. dollars,"7111,859944"
NORTH,North Africa,0,NE.EXPO.GNFS.CD,Exports of goods and services (current US$),millions,U.S. dollars,"50882,87341"
NORTH,North Africa,0,NE.IMP.GNFS.CD,Imports of goods and services (current US$),millions,U.S. dollars,"45058,64963"
NORTH,North Africa,0,NE.CON.TETC.ZS,Final consumption expenditure  (% of GDP),units,Percentage of GDP,"63,48665324"
NORTH,North Africa,0,NE.CON.GOVT.ZS,General government final consumption expenditure (% of GDP),units,Percentage of GDP,"16,71059617"
NORTH,North Africa,0,NE.CON.PETC.ZS,Household final consumption expenditure  (% of GDP),units,Percentage of GDP,"46,77605708"
NORTH,North Africa,0,NE.GDI.TOTL.ZS,Gross capital formation (% of GDP),units,Percentage of GDP,"29,41044262"
NORTH,North Africa,0,NE.GDI.PVTE.ZS,"Gross capital formation, Private sector (% GDP)",units,Percentage of GDP,"16,86343937"
NORTH,North Africa,0,NE.GDI.PUB.ZS,"Gross capital formation, Public sector (% GDP)",units,Percentage of GDP,"7,773918169"
NORTH,North Africa,0,NE.EXPO.GNFS.ZS,Exports of goods and services (% of GDP),units,Percentage of GDP,"38,32759469"
NORTH,North Africa,0,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),units,Percentage of GDP,"33,75770549"
NORTH,North Africa,0,GC.BAL.CASH.GD.CD,"Central government, Fiscal Balance (Current US $)",millions,U.S. dollars,"-724,4237054"
NORTH,North Africa,0,GC.REV.TOTL.GD.CD,"Central government, total revenue and grants  (Current US $)",millions,U.S. dollars,"44922,07765"
NORTH,North Africa,0,GC.XPN.TOTL.GD.CD,"Central government, total expenditure and net lending  (Current US $)",millions,U.S. dollars,"45646,50135"
NORTH,North Africa,0,GC.BAL.CASH.GD.ZS,"Central government, Fiscal Balance (% of GDP)",units,Percentage of GDP,"-0,5484875695"
NORTH,North Africa,0,GC.REV.TOTL.GD.ZS,"Central government, total revenue and grants  (% of GDP)",units,Percentage of GDP,"34,01214096"
NORTH,North Africa,0,GC.XPN.TOTL.GD.ZS,"Central government, total expenditure and net lending  (% of GDP)",units,Percentage of GDP,"34,56062853"
NORTH,North Africa,0,BG.CAB.CD,"Current account balance (Net, BoP, cur. US$)",millions,U.S. dollars,"-1352,908172"
NORTH,North Africa,0,BG.WEO.ADB.CAB.GDP.ZS,Current account balance (As % of GDP),units,Percentage of GDP,"-1,024336048"
NORTH,North Africa,0,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",units,percentage,0
SOUTH,Southern Africa,0,NY.GDP.MKTP.KD.ZG,Real GDP growth (annual %),units,percentage,0
SOUTH,Southern Africa,0,NY.GDP.PCAP.KD.ZG,Real per Capita GDP Growth Rate (annual %),units,percentage,0
SOUTH,Southern Africa,0,NY.GDP.MKTP.KD,"Gross domestic product, (constant prices US$)",millions,U.S. dollars,"124267,6044"
SOUTH,Southern Africa,0,NY.GDP.MKTP.CD,"Gross domestic product, current prices (current US$)",millions,U.S. dollars,"103208,9253"
SOUTH,Southern Africa,0,NE.CON.TETC.CD,Final consumption expenditure  (current US$),millions,U.S. dollars,"71498,2537"
SOUTH,Southern Africa,0,NE.CON.GOVT.CD,General government final consumption expenditure (current US$),millions,U.S. dollars,"17926,08877"
SOUTH,Southern Africa,0,NE.CON.PETC.CD,Household final consumption expenditure (current US$),millions,U.S. dollars,"53572,16493"
SOUTH,Southern Africa,0,NE.GDI.TOTL.CD,Gross capital formation (current US$),millions,U.S. dollars,"28775,73882"
SOUTH,Southern Africa,0,NE.GDI.PVTE.CD,"Gross capital formation, Private sector  (current US$)",millions,U.S. dollars,"19490,51846"
SOUTH,Southern Africa,0,NE.GDI.PUB.CD,"Gross capital formation, Public sector  (current US$)",millions,U.S. dollars,"9285,220361"
SOUTH,Southern Africa,0,NE.EXPO.GNFS.CD,Exports of goods and services (current US$),millions,U.S. dollars,"38608,07418"
SOUTH,Southern Africa,0,NE.IMP.GNFS.CD,Imports of goods and services (current US$),millions,U.S. dollars,"32817,08669"
SOUTH,Southern Africa,0,NE.CON.TETC.ZS,Final consumption expenditure  (% of GDP),units,Percentage of GDP,"63,62659356"
SOUTH,Southern Africa,0,NE.CON.GOVT.ZS,General government final consumption expenditure (% of GDP),units,Percentage of GDP,"15,98517193"
SOUTH,Southern Africa,0,NE.CON.PETC.ZS,Household final consumption expenditure  (% of GDP),units,Percentage of GDP,"47,64142163"
SOUTH,Southern Africa,0,NE.GDI.TOTL.ZS,Gross capital formation (% of GDP),units,Percentage of GDP,"27,88105656"
SOUTH,Southern Africa,0,NE.GDI.PVTE.ZS,"Gross capital formation, Private sector (% GDP)",units,Percentage of GDP,"18,46293774"
SOUTH,Southern Africa,0,NE.GDI.PUB.ZS,"Gross capital formation, Public sector (% GDP)",units,Percentage of GDP,"7,802083749"
SOUTH,Southern Africa,0,NE.EXPO.GNFS.ZS,Exports of goods and services (% of GDP),units,Percentage of GDP,"34,18141299"
SOUTH,Southern Africa,0,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),units,Percentage of GDP,"28,58009004"
SOUTH,Southern Africa,0,GC.BAL.CASH.GD.CD,"Central government, Fiscal Balance (Current US $)",millions,U.S. dollars,"-3236,272575"
SOUTH,Southern Africa,0,GC.REV.TOTL.GD.CD,"Central government, total revenue and grants  (Current US $)",millions,U.S. dollars,"21354,6602"
SOUTH,Southern Africa,0,GC.XPN.TOTL.GD.CD,"Central government, total expenditure and net lending  (Current US $)",millions,U.S. dollars,"24590,93278"
SOUTH,Southern Africa,0,GC.BAL.CASH.GD.ZS,"Central government, Fiscal Balance (% of GDP)",units,Percentage of GDP,"-3,135651851"
SOUTH,Southern Africa,0,GC.REV.TOTL.GD.ZS,"Central government, total revenue and grants  (% of GDP)",units,Percentage of GDP,"20,69071076"
SOUTH,Southern Africa,0,GC.XPN.TOTL.GD.ZS,"Central government, total expenditure and net lending  (% of GDP)",units,Percentage of GDP,"23,82636261"
SOUTH,Southern Africa,0,BG.CAB.CD,"Current account balance (Net, BoP, cur. US$)",millions,U.S. dollars,"790,1197449"
SOUTH,Southern Africa,0,BG.WEO.ADB.CAB.GDP.ZS,Current account balance (As % of GDP),units,Percentage of GDP,"0,7655536989"
SOUTH,Southern Africa,0,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",units,percentage,0
WEST,West Africa,0,NY.GDP.MKTP.KD.ZG,Real GDP growth (annual %),units,percentage,0
WEST,West Africa,0,NY.GDP.PCAP.KD.ZG,Real per Capita GDP Growth Rate (annual %),units,percentage,0
WEST,West Africa,0,NY.GDP.MKTP.KD,"Gross domestic product, (constant prices US$)",millions,U.S. dollars,"53631,06634"
WEST,West Africa,0,NY.GDP.MKTP.CD,"Gross domestic product, current prices (current US$)",millions,U.S. dollars,"113316,1418"
WEST,West Africa,0,NE.CON.TETC.CD,Final consumption expenditure  (current US$),millions,U.S. dollars,"75342,2997"
WEST,West Africa,0,NE.CON.GOVT.CD,General government final consumption expenditure (current US$),millions,U.S. dollars,"11666,7415"
